,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
1038,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256,Intel HD Graphics 5300,Mac OS,X,0.05735660847880303,1163.0,1256.0400000000002,13.043478260869565,4.906406250000001,157.00500000000002,7.136515029881877
1039,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.22693266832917708,1199.0,1294.92,8.3125,5.05828125,161.865,7.166976146611883
1040,HP,Pavilion Power,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1152,Nvidia GeForce GTX 1050,Windows,10,0.3790523690773067,1327.0,1433.16,7.0588235294117645,1.2440625,119.43,7.2683345909465835
1041,Asus,Rog G752VY-GC229T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1536,Nvidia GeForce GTX 980M,Windows,10,0.9002493765586035,2150.0,2322.0,4.023255813953488,1.51171875,145.125,7.750614732770409
1042,MSI,GS73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.43391521197007493,2048.9,2212.8120000000004,7.1193415637860085,1.7287593750000003,138.30075000000002,7.702471195480694
1043,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128,AMD Radeon R7 M440,Windows,10,0.401496259351621,499.0,538.9200000000001,6.782608695652175,4.210312500000001,134.73000000000002,6.291420980435151
1044,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows,10,0.3266832917705736,1285.0,1387.8000000000002,7.8,2.7105468750000004,86.73750000000001,7.236195343906086
1045,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.12718204488778057,2680.0,2894.4,11.083333333333334,5.653125,180.9,7.970878549719943
1046,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 1060,Windows,10,0.37655860349127185,1169.0,1262.52,7.09090909090909,1.2329296875,157.815,7.1416567557492705
1047,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M445,Windows,10,0.4164588528678304,889.0,960.12,6.610169491525424,3.75046875,120.015,6.868099271101851
1048,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.30423940149625933,579.0,625.32,8.167539267015707,2.44265625,78.165,6.439861422599659
1049,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series 9000 2.2GHz,4,500,AMD Radeon R2 Graphics,Windows,10,0.37655860349127185,299.0,322.92,7.09090909090909,0.6458400000000001,80.73,5.780496571723906
1050,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1024,Nvidia GeForce 940MX,Windows,10,0.6508728179551122,629.0,679.32,5.242424242424243,0.6633984375,84.915,6.522563275713528
1051,Asus,Rog Strix,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.37655860349127185,2449.0,2644.92,7.09090909090909,2.06634375,165.3075,7.880774109901886
1052,Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512,Intel HD Graphics 515,Mac OS,X,0.05735660847880303,1279.0,1381.3200000000002,13.043478260869565,2.6978906250000003,172.66500000000002,7.231518526004867
1053,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.37655860349127185,1749.0,1888.92,7.09090909090909,1.6396875,118.0575,7.544289779115503
1054,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.43391521197007493,1948.99,2104.9092,7.1193415637860085,1.6444603125000001,131.556825,7.652502576854665
1055,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.37431421446384033,999.0,1078.92,7.12003651300776,4.21453125,134.865,6.984642243300572
1056,Asus,ROG Strix,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.5511221945137157,1949.0,2104.92,5.9655172413793105,1.6444687500000001,131.5575,7.652507705267754
1057,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 940MX,Windows,10,0.6508728179551122,598.0,645.84,5.242424242424243,0.630703125,161.46,6.472098968709743
1058,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 960<U+039C>,Windows,10,0.47630922693266836,1272.0,1373.76,6.0,1.1925,171.72,7.226034449411295
1059,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8,256,Intel HD Graphics 615,Windows,10,0.12718204488778057,1149.0,1240.92,11.666666666666668,4.84734375,155.115,7.1244138481805415
1060,Lenovo,Thinkpad T560,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows,10,0.401496259351621,1529.0,1651.3200000000002,6.782608695652175,6.450468750000001,206.41500000000002,7.409935639923094
1061,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 1060,Windows,10,0.37655860349127185,1476.11,1594.1988,7.09090909090909,1.383853125,199.27485,7.374753646950521
1062,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6,1024,AMD Radeon 530,Windows,10,0.3516209476309227,529.0,571.32,7.428571428571428,0.5579296875,95.22000000000001,6.349698275510708
1063,Dell,Latitude E7270,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows,7,0.14214463840399005,1713.37,1850.4396,9.920634920634921,7.2282796875,231.30495,7.523718777623334
1064,Dell,Inspiron 5578,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows,10,0.34663341645885287,509.0,549.72,7.211538461538462,1.09944,137.43,6.311226513023175
1065,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1024,Intel HD Graphics 405,Windows,10,0.4887780548628429,309.0,333.72,5.886792452830189,0.3258984375,83.43,5.813294361436504
1066,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.14962593516209477,1477.0,1595.16,10.310077519379846,6.23109375,199.395,7.3753560236115625
1067,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 960M,Windows,10,0.47630922693266836,1029.0,1111.3200000000002,6.0,0.9646875000000001,69.45750000000001,7.014203203196918
1068,MSI,GL62M 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,1149.0,1240.92,7.09090909090909,1.0771875,155.115,7.1244138481805415
1069,Lenovo,ThinkPad Yoga,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16,512,Intel HD Graphics 520,Windows,10,0.1521197007481297,1650.0,1782.0000000000002,9.615384615384615,3.4804687500000004,111.37500000000001,7.48605261786314
1070,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows,10,0.314214463840399,3499.0,3778.92,7.17948717948718,3.6903515625,236.1825,8.237458124368509
1071,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8,1024,Intel HD Graphics 620,Windows,10,0.401496259351621,469.01,506.5308,6.782608695652175,0.494658984375,63.31635,6.229557398729572
1072,MSI,GE72VR Apache,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1060,Windows,10,0.5012468827930174,1598.0,1725.84,6.407407407407407,1.3483125,107.865,7.454048427647458
1073,Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4,256,Intel HD Graphics 6000,Mac OS,X,0.09725685785536164,959.0,1035.72,10.74074074074074,4.04578125,258.93,6.943817162127159
1074,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,Intel HD Graphics 520,Windows,10,0.3516209476309227,478.0,516.24,7.428571428571428,0.504140625,129.06,6.248506983427651
1075,HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,7,0.2119700748129676,2198.19,2374.0452,9.09090909090909,9.2736140625,296.75565,7.7727717478665905
1076,Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows,7,0.38653366583541154,737.0,795.96,6.9642857142857135,1.59192,198.99,6.680804489324974
1077,MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 960M,Windows,10,0.401496259351621,1169.0,1262.52,6.782608695652175,1.0959375,157.815,7.1416567557492705
1078,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows,10,0.17705735660847882,1499.0,1618.92,9.500000000000002,3.161953125,101.1825,7.390132044291014
1079,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows,10,0.37655860349127185,597.57,645.3756000000001,7.09090909090909,2.5209984375000003,107.56260000000002,6.471380758969677
1080,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows,10,0.18952618453865339,1280.0,1382.4,9.172413793103448,5.4,172.8,7.232299516166484
1081,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Nvidia GeForce 940MX,Windows,10,0.518703241895262,1799.0,1942.92,6.245487364620939,3.794765625,121.4325,7.572461831910232
1082,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows,7,0.2119700748129676,1099.99,1187.9892,9.09090909090909,4.6405828125,296.9973,7.080858813386282
1083,Asus,Rog GL553VE-FY052T,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050 Ti,Windows,10,0.45137157107231923,1600.0,1728.0,6.24,1.35,108.0,7.455298485683291
1084,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows,10,0.22693266832917708,875.0,945.0,8.75,1.89,236.25,6.852242569051878
1085,Asus,Rog GL502VS,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1280,Nvidia GeForce GTX 1070,Windows,10,0.41147132169576056,2325.0,2511.0,6.666666666666667,1.96171875,156.9375,7.828834527588089
1086,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8,256,Intel HD Graphics 615,Windows,10,0.1371571072319202,1813.0,1958.04,10.725806451612904,7.64859375,244.755,7.580209836316993
1087,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,4,500,AMD Radeon R4 Graphics,Windows,10,0.2917705735660848,399.0,430.92,8.387096774193548,0.86184,107.73,6.068240385910031
1088,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6,128,Nvidia GeForce 920MX,Windows,10,0.4264339152119701,569.0,614.5200000000001,6.5,4.800937500000001,102.42000000000002,6.422467439003985
1089,Lenovo,ThinkPad L460,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows,10,0.30174563591022446,1072.0,1157.76,7.36842105263158,4.5225,144.72,7.055105746832039
1090,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3700 1.6GHz,4,500,Intel HD Graphics,Windows,10,0.37655860349127185,443.99,479.5092,7.09090909090909,0.9590184,119.8773,6.174846374949215
1091,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1024,Intel HD Graphics 500,Windows,10,0.3266832917705736,339.0,366.12,7.8,0.3575390625,91.53,5.905688770086578
1092,Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1152,Nvidia GeForce GTX 970M,Windows,10,0.8254364089775561,1900.0,2052.0,4.325,1.78125,128.25,7.627057417018934
1093,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows,10,0.3990024937655861,490.0,529.2,6.812227074235808,1.0584,132.3,6.273254293854925
1094,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1024,AMD Radeon R5 M330,Windows,7,0.4064837905236907,895.0,966.6,6.724137931034483,0.9439453125,120.825,6.8748187787358725
1095,MSI,GE62 Apache,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1152,Nvidia GeForce GTX 960M,Windows,10,0.4264339152119701,1229.0,1327.3200000000002,6.5,1.1521875000000001,165.91500000000002,7.191670264864674
1096,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows,10,0.27680798004987534,833.01,899.6508,7.777777777777778,7.028521875,224.9127,6.80311761311655
1097,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows,10,0.12718204488778057,729.0,787.32,11.083333333333334,1.537734375,98.415,6.669904098795653
1098,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows,10,0.401496259351621,459.0,495.72,6.782608695652175,0.4841015625,82.62,6.208026487056637
1099,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows,10,0.37655860349127185,379.0,409.3200000000001,7.09090909090909,0.8186400000000003,204.66000000000005,6.016937343081013
1100,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows,10,0.47630922693266836,899.0,970.92,6.0,0.9481640625,121.365,6.879273496546487
1101,HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows,10,0.3366583541147133,549.99,593.9892000000001,7.647058823529411,0.5800675781250001,98.99820000000001,6.38854325412039
1102,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows,10,0.1197007481296758,209.0,225.72000000000003,9.914529914529915,7.053750000000001,112.86000000000001,5.42371577594237
1103,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows,10,0.37655860349127185,720.32,777.9456000000001,7.09090909090909,1.5558912000000003,194.48640000000003,6.657941210312919
1104,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows,10,0.27680798004987534,638.0,689.0400000000001,7.777777777777778,5.383125000000001,172.26000000000002,6.536749566925543
1105,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,0.1521197007481297,1499.0,1618.92,10.230769230769232,3.161953125,101.1825,7.390132044291014
1106,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows,10,0.20199501246882795,229.0,247.32,9.333333333333334,3.864375,123.66,5.514718236994854
1107,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows,10,0.37406483790523687,764.0,825.12,7.123287671232877,0.80578125,137.52,6.716740041419449
1108,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows,10,0.37655860349127185,369.0,398.52,7.09090909090909,0.79704,99.63,5.990263826531463
1109,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows,10,0.12718204488778057,729.0,787.32,11.083333333333334,1.537734375,98.415,6.669904098795653
1110,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows,10,0.401496259351621,459.0,495.72,6.782608695652175,0.4841015625,82.62,6.208026487056637
1111,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows,10,0.37655860349127185,379.0,409.3200000000001,7.09090909090909,0.8186400000000003,204.66000000000005,6.016937343081013
1112,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows,10,0.47630922693266836,899.0,970.92,6.0,0.9481640625,121.365,6.879273496546487
1113,HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows,10,0.3366583541147133,549.99,593.9892000000001,7.647058823529411,0.5800675781250001,98.99820000000001,6.38854325412039
1114,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows,10,0.1197007481296758,209.0,225.72000000000003,9.914529914529915,7.053750000000001,112.86000000000001,5.42371577594237
1115,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows,10,0.37655860349127185,720.32,777.9456000000001,7.09090909090909,1.5558912000000003,194.48640000000003,6.657941210312919
1116,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows,10,0.27680798004987534,638.0,689.0400000000001,7.777777777777778,5.383125000000001,172.26000000000002,6.536749566925543
1117,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,0.1521197007481297,1499.0,1618.92,10.230769230769232,3.161953125,101.1825,7.390132044291014
1118,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows,10,0.20199501246882795,229.0,247.32,9.333333333333334,3.864375,123.66,5.514718236994854
1119,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows,10,0.37406483790523687,764.0,825.12,7.123287671232877,0.80578125,137.52,6.716740041419449
1120,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows,10,0.37655860349127185,369.0,398.52,7.09090909090909,0.79704,99.63,5.990263826531463
1121,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows,10,0.12718204488778057,729.0,787.32,11.083333333333334,1.537734375,98.415,6.669904098795653
1122,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows,10,0.401496259351621,459.0,495.72,6.782608695652175,0.4841015625,82.62,6.208026487056637
1123,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows,10,0.37655860349127185,379.0,409.3200000000001,7.09090909090909,0.8186400000000003,204.66000000000005,6.016937343081013
1124,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows,10,0.47630922693266836,899.0,970.92,6.0,0.9481640625,121.365,6.879273496546487
1125,HP,Pavilion 15-AW003nv,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows,10,0.3366583541147133,549.99,593.9892000000001,7.647058823529411,0.5800675781250001,98.99820000000001,6.38854325412039
1126,HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows,10,0.1197007481296758,209.0,225.72000000000003,9.914529914529915,7.053750000000001,112.86000000000001,5.42371577594237
1127,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows,10,0.37655860349127185,720.32,777.9456000000001,7.09090909090909,1.5558912000000003,194.48640000000003,6.657941210312919
1128,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows,10,0.27680798004987534,638.0,689.0400000000001,7.777777777777778,5.383125000000001,172.26000000000002,6.536749566925543
1129,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows,10,0.1521197007481297,1499.0,1618.92,10.230769230769232,3.161953125,101.1825,7.390132044291014
1130,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows,10,0.20199501246882795,229.0,247.32,9.333333333333334,3.864375,123.66,5.514718236994854
1131,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows,10,0.37406483790523687,764.0,825.12,7.123287671232877,0.80578125,137.52,6.716740041419449
