,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),Price (USD),sizeperWeight,priceperharddrive,priceperram,LogPrice (USD)
36,HP,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows,10,0.30423940149625933,439.0,474.12,8.167539267015707,3.7040625,118.53,6.163567403707605
37,Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256,Intel HD Graphics 620,Windows,10,0.3266832917705736,586.19,633.0852000000001,7.8,2.4729890625000004,158.27130000000002,6.452183330266434
38,MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,2304,Nvidia GeForce GTX 1070,Windows,10,0.43391521197007493,2449.0,2644.92,7.1193415637860085,1.14796875,165.3075,7.880774109901886
39,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,2304,AMD Radeon 530,Windows,10,0.5261845386533666,1299.0,1402.92,6.178571428571429,0.60890625,87.6825,7.247023602905351
40,Dell,Vostro 5471,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.2518703241895262,879.0,949.32,8.23529411764706,3.70828125,118.665,6.8567987699812845
41,Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.17705735660847882,941.0,1016.28,10.0,3.96984375,127.035,6.924887677722438
42,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.2917705735660848,690.0,745.2,8.387096774193548,2.9109375,93.15,6.614993660787057
43,Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512,Nvidia GeForce GTX 1050 Ti,Windows,10,0.27680798004987534,1983.0,2141.6400000000003,8.666666666666666,4.182890625000001,133.85250000000002,7.669793992561131
44,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500,AMD Radeon 520,Windows,10,0.2917705735660848,438.69,473.7852,8.387096774193548,0.9475703999999999,118.4463,6.16286249123031
45,HP,Stream 14-AX040wm,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32,Intel HD Graphics 400,Windows,10,0.18703241895261846,229.0,247.32,9.722222222222223,7.72875,61.83,5.514718236994854
46,Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics 620,Windows,10,0.30174563591022446,549.0,592.9200000000001,8.210526315789474,0.5790234375000001,148.23000000000002,6.386744630157781
47,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,Windows,10 S,0.14014962593516211,1089.0,1176.12,10.782747603833865,9.1884375,294.03,7.070826056183954
48,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon 530,Windows,10,0.17705735660847882,955.0,1031.4,9.500000000000002,4.02890625,128.925,6.939641467844459
49,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon 530,Windows,10,0.37655860349127185,870.0,939.6,7.09090909090909,3.6703125,117.45,6.8465179695109475
50,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1152,Nvidia GeForce GTX 1050,Windows,10,0.5012468827930174,1095.0,1182.6,6.407407407407407,1.0265624999999998,147.825,7.076315920526055
51,Acer,Aspire E5-475,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,8,1024,Intel HD Graphics 520,Windows,10,0.3516209476309227,389.0,420.12,6.666666666666666,0.4102734375,52.515,6.042917828696898
52,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows,10,0.37655860349127185,949.0,1024.92,7.09090909090909,1.0008984375,128.115,6.933345049981133
53,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1152,Intel UHD Graphics 620,Windows,10,0.33167082294264344,855.0,923.4,7.7227722772277225,0.8015625,115.425,6.829144878400226
54,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,1024,Nvidia GeForce MX130,Windows,10,0.37655860349127185,530.0,572.4000000000001,7.09090909090909,0.5589843750000001,143.10000000000002,6.351583553449269
55,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1152,Nvidia GeForce 930MX,Windows,10,0.45137157107231923,977.0,1055.16,6.92,0.9159375000000001,131.895,6.962394967940461
56,Dell,Latitude 5590,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.2967581047381546,1096.16,1183.8528,8.297872340425533,4.624425,147.9816,7.077373826444079
57,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel HD Graphics 620,Windows,10,0.2344139650872818,860.0,928.8,8.588957055214724,3.628125,116.1,6.834969509256484
58,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,128,AMD R4 Graphics,Windows,10,0.37655860349127185,399.0,430.92,7.09090909090909,3.3665625,107.73,6.068240385910031
59,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1024,AMD Radeon R5,Windows,10,0.3516209476309227,395.0,426.6,7.428571428571428,0.4166015625,106.65,6.05818817915089
60,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1050 Ti,Windows,10,0.4887780548628429,1349.0,1456.92,5.886792452830189,1.2646875,91.0575,7.284766041378708
61,HP,Pavilion 15-CK000nv,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Nvidia GeForce GTX 940MX,Windows,10,0.2842892768079801,699.0,754.9200000000001,8.524590163934425,2.9489062500000003,94.36500000000001,6.627935550474371
62,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.31670822942643395,598.99,646.9092,7.959183673469388,2.5269890625,80.86365,6.473750563077276
63,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1152,Nvidia GeForce GTX 1060,Windows,10,0.37655860349127185,1449.0,1564.92,7.09090909090909,1.3584375,97.8075,7.35622878967751
64,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows,10,0.1296758104738155,1649.0,1780.92,10.991735537190083,6.95671875,222.615,7.48544671364479
65,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,Full HD 1920x1080,AMD FX 9830P 3GHz,8,1024,AMD Radeon RX 560,Windows,10,0.43890274314214467,699.0,754.9200000000001,6.367346938775509,0.7372265625000001,94.36500000000001,6.627935550474371
66,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1024,Nvidia GeForce MX150,Windows,10,0.37655860349127185,689.0,744.12,7.09090909090909,0.7266796875,93.015,6.613545279234067
67,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows,10,0.19950124688279303,1197.0,1292.76,8.926174496644295,2.524921875,80.7975,7.165307986452406
68,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1060,Windows,10,0.4887780548628429,1195.0,1290.6,5.886792452830189,5.04140625,161.325,7.16363703888412
69,Asus,Zenbook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.13965087281795513,1049.0,1132.92,11.2,4.42546875,141.615,7.033435935061946
70,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.20199501246882795,847.0,914.76,8.866666666666667,3.57328125,114.345,6.819754321610221
71,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6,256,Nvidia GeForce 920M,Windows,10,0.3266832917705736,577.0,623.1600000000001,7.8,2.4342187500000003,103.86000000000001,6.4364067457583465
72,HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1152,Nvidia GeForce GTX 1050,Windows,10,0.4812967581047382,1249.0,1348.92,5.9541984732824424,1.1709375,112.41000000000001,7.2078006104173165
73,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon 530,Windows,10,0.30423940149625933,719.0,776.5200000000001,8.167539267015707,3.0332812500000004,97.06500000000001,6.656109367195215
74,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4,500,AMD Radeon R2,Windows,10,0.3516209476309227,349.0,376.92,7.428571428571428,0.7538400000000001,94.23,5.934682533008997
75,HP,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce MX150,Windows,10,0.17206982543640897,1119.0,1208.52,9.637681159420291,4.72078125,151.065,7.097978865671946
76,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10 S,0.14014962593516211,1340.0,1447.2,10.782747603833865,5.653125,180.9,7.27807668495472
77,HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256,Nvidia GeForce 940MX,Windows,10,0.2219451371571073,659.0,711.72,8.860759493670885,2.78015625,118.62,6.569088636412388
78,Lenovo,Ideapad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,Intel HD Graphics 520,Windows,10,0.2892768079800499,414.9,448.092,8.432432432432432,0.43758984375,112.023,6.107227766530444
79,Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows,10,0.1521197007481297,1193.0,1288.44,10.769230769230768,5.03296875,161.055,7.161963294576201
80,MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050 Ti,Windows,10,0.37655860349127185,1299.0,1402.92,7.09090909090909,1.09603125,87.6825,7.247023602905351
81,Lenovo,Thinkpad T470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows,10,0.2219451371571073,1480.0,1598.4,8.860759493670885,6.24375,199.8,7.377383837897789
82,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,1280,Nvidia GeForce MX150,Windows,10,0.20199501246882795,1262.0,1362.96,10.4,1.0648125,85.185,7.2181475124602095
83,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8,256,Intel Iris Plus Graphics 640,Windows,10,0.13466334164588528,1379.0,1489.3200000000002,10.813008130081302,5.817656250000001,186.16500000000002,7.306746140981454
84,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows,10,0.1695760598503741,1399.0,1510.92,9.708029197080291,5.90203125,188.865,7.321135645286782
85,HP,Probook 440,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4,500,Intel UHD Graphics 620,Windows,10,0.2344139650872818,722.0,779.7600000000001,8.588957055214724,1.5595200000000002,194.94000000000003,6.66026780427841
86,Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.1296758104738155,1629.0,1759.3200000000002,10.991735537190083,6.872343750000001,219.91500000000002,7.473250889687093
87,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.14214463840399005,1398.99,1510.9092,10.555555555555555,5.9019890625,188.86365,7.321128502026177
88,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows,10,0.2344139650872818,1084.0,1170.72,8.588957055214724,2.2865625,146.34,7.066228033744102
89,Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1280,Nvidia GeForce 940MX,Windows,10,0.36658354114713226,1130.33,1220.7564,7.222222222222221,0.9537159374999999,152.59455,7.108044774524103
90,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 920MX,Windows,10,0.3266832917705736,564.0,609.12,8.65,0.59484375,152.28,6.413655659131733
91,Asus,VivoBook S15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Nvidia GeForce 940MX,Windows,10,0.2518703241895262,1118.0,1207.44,9.176470588235293,4.7165625,150.93,7.09708555058665
92,Acer,Spin 3,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows,10,0.3516209476309227,479.0,517.32,7.428571428571428,0.5051953125,86.22000000000001,6.250592812141702
93,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,2304,Nvidia GeForce GTX 1070,Windows,10,0.27680798004987534,2241.5,2420.82,8.666666666666666,1.050703125,151.30125,7.792274602606424
94,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Nvidia GeForce 930MX ,Windows,10,0.45137157107231923,1271.0,1372.68,6.92,2.681015625,85.7925,7.225248549005547
95,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,256,AMD Radeon R5,Windows,10,0.3516209476309227,451.0,487.08,7.428571428571428,1.90265625,121.77,6.190479326843597
96,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1024,Intel UHD Graphics 620,Windows,10,0.2344139650872818,812.0,876.96,8.588957055214724,0.85640625,109.62,6.777601034510755
97,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,AMD E-Series 6110 1.5GHz,4,64,AMD Radeon R2,Windows,10 S,0.23940149625935164,277.99,300.22920000000005,8.484848484848484,4.691081250000001,75.05730000000001,5.7078714367779515
98,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,2304,AMD Radeon 530,Windows,10,0.5261845386533666,1396.0,1507.68,6.178571428571429,0.654375,94.23,7.3189903753122145
99,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows,10,0.45137157107231923,928.0,1002.24,6.92,3.915,125.28,6.910990041492067
100,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R7 M445,Windows,10,0.4164588528678304,638.99,690.1092000000001,6.610169491525424,0.6739347656250001,86.26365000000001,6.538297843119871
101,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024,AMD Radeon R5 M430,Windows,10,0.37655860349127185,449.0,484.92,7.09090909090909,0.4735546875,121.23,6.1860440012974385
102,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows,10,0.22693266832917708,884.0,954.72,8.75,3.729375,119.34,6.86246498312233
